Transaction Detail by Account,,,,,,,,,
And Company (Spicy Cubes),,,,,,,,,
"January 1-December 3, 2025",,,,,,,,,

,Transaction date,Transaction type,Num,Name,Class full name,Memo/Description,Account full name,Amount,Balance
,06/06/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250605 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX0573754 EED:250606 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX3754 TC,1000 CHASE CHECKING (1906),"-8,804.69","-57,285.31"
,06/07/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250606 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX5429225 EED:250609 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9225 TC,1000 CHASE CHECKING (1906),"-8,609.78","-65,895.09"
,06/09/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250608 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX1442177 EED:250609 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2177 TC,1000 CHASE CHECKING (1906),"-18,002.43","-83,897.52"
,06/10/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250609 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX5613440 EED:250610 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX3440 TC,1000 CHASE CHECKING (1906),"-11,736.77","-95,634.29"
,06/11/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250610 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX0079904 EED:250611 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9904 TC,1000 CHASE CHECKING (1906),"-12,040.79","-107,675.08"
,06/12/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250611 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX7721770 EED:250612 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1770 TC,1000 CHASE CHECKING (1906),"-10,605.57","-118,280.65"
,06/13/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250612 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX9085698 EED:250613 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5698 TC,1000 CHASE CHECKING (1906),"-11,280.78","-129,561.43"
,06/14/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250613 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX5712365 EED:250616 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2365 TC,1000 CHASE CHECKING (1906),"-10,344.03","-139,905.46"
,06/16/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250615 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX3217355 EED:250616 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX7355 TC,1000 CHASE CHECKING (1906),"-20,846.45","-160,751.91"
,06/17/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250616 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX7060352 EED:250617 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX0352 TC,1000 CHASE CHECKING (1906),"-8,710.24","-169,462.15"
,06/18/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250617 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX5044645 EED:250618 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX4645 TC,1000 CHASE CHECKING (1906),"-10,990.49","-180,452.64"
,06/19/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250618 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX6703710 EED:250620 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX3710 TC,1000 CHASE CHECKING (1906),"-11,145.64","-191,598.28"
,06/20/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250619 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX6410772 EED:250620 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX0772 TC,1000 CHASE CHECKING (1906),"-7,318.78","-198,917.06"
,06/21/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250620 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX9349292 EED:250623 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9292 TC,1000 CHASE CHECKING (1906),"-8,795.68","-207,712.74"
,06/23/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250622 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX4865122 EED:250623 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5122 TC,1000 CHASE CHECKING (1906),"-14,837.01","-222,549.75"
,06/24/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250623 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX1724936 EED:250624 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX4936 TC,1000 CHASE CHECKING (1906),"-4,769.41","-227,319.16"
,06/25/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250624 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX6459961 EED:250625 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9961 TC,1000 CHASE CHECKING (1906),"-5,788.19","-233,107.35"
,06/26/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250625 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX9398773 EED:250626 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX8773 TC,1000 CHASE CHECKING (1906),"-6,666.97","-239,774.32"
,06/30/2025,Deposit,,SPICY CUBES,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250629 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX2281542 EED:250630 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1542 TC,1000 CHASE CHECKING (1906),"-15,850.85","-255,625.17"
,06/30/2025,Journal Entry,2025_06_Shopify,,,Authorize.net/Maverick Holding,,"248,056.26","-7,568.91"
,06/30/2025,Journal Entry,2025_06_Shopify,,,Manual/Maverick Holding,,"30,399.61","22,830.70"
,07/01/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250630 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX0775298 EED:250701 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5298 TC,1000 CHASE CHECKING (1906),"-13,891.62","8,939.08"
,07/01/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250630 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX0775261 EED:250701 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5261 TC,1000 CHASE CHECKING (1906),353.37,"9,292.45"
,07/01/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250630 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX0775264 EED:250701 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX5264 TC,1000 CHASE CHECKING (1906),145.03,"9,437.48"
,07/02/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250701 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX4617814 EED:250702 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX7814 TC,1000 CHASE CHECKING (1906),"-10,651.64","-1,214.16"
,07/02/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250701 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX4617807 EED:250702 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX7807 TC,1000 CHASE CHECKING (1906),128.17,"-1,085.99"
,07/03/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250702 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX5285066 EED:250703 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5066 TC,1000 CHASE CHECKING (1906),293.68,-792.31
,07/03/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250702 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX5285139 EED:250703 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5139 TC,1000 CHASE CHECKING (1906),"-8,769.04","-9,561.35"
,07/03/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250702 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX5285095 EED:250703 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX5095 TC,1000 CHASE CHECKING (1906),99.95,"-9,461.40"
,07/04/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250703 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX1029208 EED:250707 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX9208 TC,1000 CHASE CHECKING (1906),81.69,"-9,379.71"
,07/04/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250703 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX1029168 EED:250707 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9168 TC,1000 CHASE CHECKING (1906),167.81,"-9,211.90"
,07/04/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250703 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX1029242 EED:250707 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9242 TC,1000 CHASE CHECKING (1906),"-7,191.74","-16,403.64"
,07/07/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250704 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX4301108 EED:250707 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX1108 TC,1000 CHASE CHECKING (1906),72.72,"-16,330.92"
,07/07/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250704 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX4301168 EED:250707 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1168 TC,1000 CHASE CHECKING (1906),31.89,"-16,299.03"
,07/07/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250706 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX4301025 EED:250707 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX1025 TC,1000 CHASE CHECKING (1906),140.83,"-16,158.20"
,07/07/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250704 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX4301147 EED:250707 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1147 TC,1000 CHASE CHECKING (1906),"-6,531.10","-22,689.30"
,07/07/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250706 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX4301126 EED:250707 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1126 TC,1000 CHASE CHECKING (1906),"-13,075.13","-35,764.43"
,07/08/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250707 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX2167877 EED:250708 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX7877 TC,1000 CHASE CHECKING (1906),"-4,841.30","-40,605.73"
,07/08/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250707 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX2167857 EED:250708 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX7857 TC,1000 CHASE CHECKING (1906),163.80,"-40,441.93"
,07/08/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250707 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX2167871 EED:250708 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX7871 TC,1000 CHASE CHECKING (1906),55.02,"-40,386.91"
,07/09/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250708 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX3255490 EED:250709 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5490 TC,1000 CHASE CHECKING (1906),237.24,"-40,149.67"
,07/09/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250708 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX3255493 EED:250709 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5493 TC,1000 CHASE CHECKING (1906),"-3,842.30","-43,991.97"
,07/09/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250708 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX3255528 EED:250709 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX5528 TC,1000 CHASE CHECKING (1906),65.30,"-43,926.67"
,07/10/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250709 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX0698990 EED:250710 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX8990 TC,1000 CHASE CHECKING (1906),63.42,"-43,863.25"
,07/10/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250709 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX0698999 EED:250710 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX8999 TC,1000 CHASE CHECKING (1906),"-4,564.13","-48,427.38"
,07/10/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250709 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX0698994 EED:250710 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX8994 TC,1000 CHASE CHECKING (1906),133.46,"-48,293.92"
,07/11/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250710 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX8951798 EED:250711 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX1798 TC,1000 CHASE CHECKING (1906),100.52,"-48,193.40"
,07/11/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250710 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX8951804 EED:250711 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1804 TC,1000 CHASE CHECKING (1906),"-8,171.26","-56,364.66"
,07/12/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250711 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX3132541 EED:250714 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2541 TC,1000 CHASE CHECKING (1906),"-10,801.49","-67,166.15"
,07/12/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250711 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX3132532 EED:250714 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX2532 TC,1000 CHASE CHECKING (1906),123.41,"-67,042.74"
,07/14/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250713 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX8361363 EED:250714 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX1363 TC,1000 CHASE CHECKING (1906),224.61,"-66,818.13"
,07/14/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250713 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX8361423 EED:250714 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1423 TC,1000 CHASE CHECKING (1906),"-18,776.10","-85,594.23"
,07/15/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250714 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX9742097 EED:250715 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2097 TC,1000 CHASE CHECKING (1906),"-4,039.38","-89,633.61"
,07/15/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250714 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX9742094 EED:250715 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2094 TC,1000 CHASE CHECKING (1906),88.18,"-89,545.43"
,07/15/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250714 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX9742091 EED:250715 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX2091 TC,1000 CHASE CHECKING (1906),59.35,"-89,486.08"
,07/16/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250715 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX4792338 EED:250716 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2338 TC,1000 CHASE CHECKING (1906),118.36,"-89,367.72"
,07/16/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250715 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX4792346 EED:250716 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2346 TC,1000 CHASE CHECKING (1906),"-5,450.87","-94,818.59"
,07/16/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250715 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX4792341 EED:250716 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX2341 TC,1000 CHASE CHECKING (1906),78.61,"-94,739.98"
,07/17/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250716 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX9521395 EED:250717 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX1395 TC,1000 CHASE CHECKING (1906),73.92,"-94,666.06"
,07/17/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250716 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX9521407 EED:250717 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1407 TC,1000 CHASE CHECKING (1906),158.40,"-94,507.66"
,07/17/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250716 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX9521410 EED:250717 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1410 TC,1000 CHASE CHECKING (1906),"-5,489.73","-99,997.39"
,07/18/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250717 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX9757818 EED:250718 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX7818 TC,1000 CHASE CHECKING (1906),109.68,"-99,887.71"
,07/18/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250717 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX9757892 EED:250718 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX7892 TC,1000 CHASE CHECKING (1906),"-10,048.31","-109,936.02"
,07/18/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250717 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX9757849 EED:250718 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX7849 TC,1000 CHASE CHECKING (1906),83.57,"-109,852.45"
,07/19/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250718 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX2132608 EED:250721 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2608 TC,1000 CHASE CHECKING (1906),"-8,618.27","-118,470.72"
,07/19/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250718 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX2132604 EED:250721 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX2604 TC,1000 CHASE CHECKING (1906),101.94,"-118,368.78"
,07/21/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250720 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX8122203 EED:250721 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX2203 TC,1000 CHASE CHECKING (1906),189.49,"-118,179.29"
,07/21/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250720 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX8122207 EED:250721 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2207 TC,1000 CHASE CHECKING (1906),"-17,028.02","-135,207.31"
,07/22/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250721 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX2779712 EED:250722 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9712 TC,1000 CHASE CHECKING (1906),123.86,"-135,083.45"
,07/22/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250721 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX2779719 EED:250722 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9719 TC,1000 CHASE CHECKING (1906),"-6,947.44","-142,030.89"
,07/22/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250721 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX2779715 EED:250722 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX9715 TC,1000 CHASE CHECKING (1906),72.60,"-141,958.29"
